OBJECTID;stop_id;stop_code;stop_name;stop_desc;E1 Υπάρχει Στέγαστρο?;E2 Υπάρχει κάθισμα?;Ε3 Ορατότητα;Ε4 Εξοχή πεζοδρομίου;Ε5 Τηλεματική;Ε6 Καθαριότητα;Σταθμός ΜΕΤΡΟ
402;60454;60454;ΠΛ.ΠΑΠΑΛΟΥΚΑ;Επί της ΧΑΛΕΠΑ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
403;60455;60455;ΓΑΛΑΤΣΙΟΥ;Επί της ΑΓ.ΛΑΥΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
404;60456;60456;ΣΧΟΛΕΙΑ ΓΚΡΑΒΑΣ;Επί της ΤΑΥΓΕΤΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
405;60457;60457;ΙΠΠΟΛΥΤΟΥ;Επί της ΤΑΥΓΕΤΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
406;60470;60470;ΠΟΛΥΤΕΧΝΕΙΟ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
407;60474;60474;ΑΦΕΤΗΡΙΑ;Επί της ΒΑΣ.ΗΡΑΚΛΕΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
408;60475;60475;ΟΤΕ ΠΕΔΙΟΥ ΑΡΕΩΣ;Επί της ΠΑΤΗΣΙΩΝ;Όχι;Όχι;Καλή;Όχι;Ναι;Μέτρια;
409;60476;60476;ΑΓΓΕΛΟΠΟΥΛΟΥ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
410;60478;60478;ΛΥΣΙΑΤΡΕΙΟ;Επί της ΔΡΟΣΟΠΟΥΛΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Ναι;Ναι;Καλή;
411;60479;60479;ΚΟΛΙΑΤΣΟΥ;Επί της ΔΡΟΣΟΠΟΥΛΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Ναι;Ναι;Μέτρια;
412;60480;60480;ΑΓ.ΛΟΥΚΑΣ;Επί της ΔΡΟΣΟΠΟΥΛΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Ναι;Όχι;Μέτρια;
413;60481;60481;ΚΩΣΤΗ ΠΑΛΑΜΑ;Επί της ΓΑΛΑΤΣΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
414;60482;60482;ΚΩΣΤΗ ΠΑΛΑΜΑ;Επί της ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
415;60484;60484;ΑΓ.ΜΕΤΑΞΑ;Επί της ΑΓΑΜ.ΜΕΤΑΞΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
416;60485;60485;ΠΑΝΟΡΜΟΥ;Επί της ΠΑΝΟΡΜΟΥ;;;;;;;Ναι
417;60487;60487;ΑΓ.ΛΟΥΚΑΣ;Επί της ΠΑΤΗΣΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Μέτρια;
418;60490;60490;ΑΝΩ ΠΑΤΗΣΙΑ;Επί της ΠΑΤΗΣΙΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
419;60491;60491;ΣΤΑΘΜΟΣ ΗΣΑΠ;Επί της ΧΑΛΚΙΔΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
420;60492;60492;ΤΙΤΑΝ;Επί της ΧΑΛΚΙΔΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Καλή;
421;60493;60493;ΛΕΟΝΤΕΙΟΣ;Επί της ΧΑΛΚΙΔΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
422;60494;60494;ΣΤ.ΗΣΑΠ;Επί της ΧΑΛΚΙΔΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
423;60495;60495;ΑΛΥΣΙΔΑ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
424;60500;60500;ΕΦΟΡΙΑ;Επί της ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
425;60501;60501;ΦΑΡΜΑΚΕΙΟ;Επί της ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
426;60502;60502;2η ΔΙΚΑΣΤΗΡΙΩΝ;Επί της ΕΥΕΛΠΙΔΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
427;60503;60503;ΑΓ.ΑΝΤΩΝΙΟΣ;Επί της ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
428;60504;60504;ΚΟΛΟΥΜΠΙΑ;Επί της ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
429;60505;60505;ΚΟΛΟΥΜΠΙΑ;Επί της ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
430;60506;60506;1η ΡΙΖΟΥΠΟΛΕΩΣ;Επί της ΕΡΜΩΝΑΣΣΗΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
431;60508;60508;3η ΡΙΖΟΥΠΟΛΕΩΣ;Επί της ΕΡΜΩΝΑΣΣΗΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
432;60509;60509;1η ΠΕΡΙΣΣΟΥ;Επί της ΚΟΜΑΝΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
433;60510;60510;1η ΠΕΡΙΣΣΟΥ;Επί της ΤΑΝΑΙΔΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
434;60511;60511;3η ΡΙΖΟΥΠΟΛΕΩΣ;Επί της ΤΑΝΑΙΔΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
435;60512;60512;2η ΡΙΖΟΥΠΟΛΕΩΣ;Επί της ΕΡΜΩΝΑΣΣΗΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Καλή;
436;60513;60513;1η ΡΙΖΟΥΠΟΛΕΩΣ;Επί της ΕΡΜΩΝΑΣΣΗΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
437;60514;60514;ΑΓ.ΑΝΤΩΝΙΟΣ;Επί της ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
438;60515;60515;ΝΟΜΙΚΗ;Επί της ΣΟΛΩΝΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
439;60516;60516;ΦΑΡΜΑΚΕΙΟ;Επί της ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
440;60517;60517;ΕΦΟΡΙΑ;Επί της ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
441;60521;60521;ΠΛΑΤΕΙΑ ΚΟΛΙΑΤΣΟΥ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
442;60522;60522;ΚΑΛΟΥΤΑ/ΑΝΝΑ-ΜΑΡΙΑ;Επί της ΠΑΤΗΣΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Κακή;Όχι;Ναι;Μέτρια;
443;60523;60523;ΚΑΛΛΙΦΡΟΝΑ;Επί της ΠΑΤΗΣΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Κακή;
444;60524;60524;ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
445;60525;60525;ΚΕΦΑΛΛΗΝΙΑΣ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
446;60526;60526;ΑΓΓΕΛΟΠΟΥΛΟΥ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
447;60527;60527;ΟΤΕ;Επί της ΠΑΤΗΣΙΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
448;60529;60529;ΚΑΛΟΥΤΑ/ΑΝΝΑ-ΜΑΡΙΑ;Επί της ΠΑΤΗΣΙΩΝ;Όχι;Όχι;Καλή;Όχι;Ναι;Μέτρια;
449;60530;60530;ΕΥΕΛΠΙΔΩΝ;Επί της ΕΥΕΛΠΙΔΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
450;60531;60531;ΥΔΡΑΣ;Επί της ΥΔΡΑΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
451;60532;60532;ΑΦΕΤΗΡΙΑ;Επί της ΧΑΛΚΟΚΟΝΔΥΛΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
452;60533;60533;ΑΚΑΔΗΜΙΑ(ΜΟΝΟ ΑΠΟΒΙΒΑΣΗ);Επί της ΡΗΓΑ ΦΕΡΑΙΟΥ;Όχι;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
453;60534;60534;ΠΑΛ.ΤΕΡΜΑ;Επί της ΒΕΛΒΕΝΔΟΥΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
454;60539;60539;ΓΥΜΝΑΣΙΟ;Επί της ΒΕΛΒΕΝΔΟΥΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
455;60540;60540;ΑΦΕΤΗΡΙΑ;Επί της ΚΑΥΚΑΣΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
456;60541;60541;ΓΥΜΝΑΣΙΟ;Επί της ΒΕΛΒΕΝΔΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
457;60542;60542;ΠΑΛ.ΤΕΡΜΑ;Επί της ΚΕΡΚΥΡΑΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Καλή;
458;60543;60543;ΦΙΛΟΤΙΜΟΥ;Επί της ΚΕΡΚΥΡΑΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
459;60544;60544;ΣΚΥΡΟΥ;Επί της ΚΕΡΚΥΡΑΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Ναι;Όχι;Μέτρια;
460;60545;60545;ΖΑΚΥΝΘΟΥ;Επί της ΚΕΡΚΥΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Καλή;
461;60546;60546;ΛΕΥΚΑΔΟΣ;Επί της ΛΕΥΚΑΔΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
462;60547;60547;ΣΧΟΛΗ ΕΥΕΛΠΙΔΩΝ;Επί της ΜΟΥΣΤΟΞΥΔΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Κακή;
463;60550;60550;ΠΑΝΕΛΛΗΝΙΟΣ;Επί της ΜΑΥΡΟΜΜΑΤΑΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
464;60551;60551;ΕΠΤΑΝΗΣΟΥ;Επί της ΚΥΨΕΛΗΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Μέτρια;
465;60552;60552;ΙΘΑΚΗΣ;Επί της ΚΥΨΕΛΗΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Μέτρια;
466;60553;60553;ΖΑΚΥΝΘΟΥ;Επί της ΚΥΨΕΛΗΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Μέτρια;
467;60554;60554;ΣΚΥΡΟΥ;Επί της ΚΥΨΕΛΗΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
468;60555;60555;ΠΛ.ΚΥΨΕΛΗΣ (ΤΕΡΜΑ 036);Επί της ΠΛ.ΚΥΨΕΛΗΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Ναι;Καλή;
469;60556;60556;ΦΙΛΟΤΙΜΟΥ;Επί της ΦΙΛΟΤΙΜΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
470;60557;60557;ΑΦΕΤΗΡΙΑ(Ν.ΚΥΨΕΛΗ);Επί της ΛΑΖΑΡΑΔΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
471;60558;60558;ΚΟΛΟΣΣΑΙΟΝ;Επί της ΒΕΛΒΕΝΔΟΥΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
472;60560;60560;ΣΚΥΡΟΥ;Επί της ΚΥΨΕΛΗΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Μέτρια;
473;60561;60561;ΖΑΚΥΝΘΟΥ;Επί της ΚΥΨΕΛΗΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
474;60562;60562;ΙΘΑΚΗΣ;Επί της ΚΥΨΕΛΗΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Μέτρια;
475;60563;60563;ΕΠΤΑΝΗΣΟΥ;Επί της ΚΥΨΕΛΗΣ;Όχι;Όχι;Καλή;Όχι;Ναι;Καλή;
476;60565;60565;ΟΤΕ ΠΕΔΙΟΥ ΑΡΕΩΣ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
477;60572;60572;ΒΟΥΡΗ;Επί της ΕΥΣΤΑΘ.ΛΑΜΨΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
478;60573;60573;ΑΦΕΤΗΡΙΑ;Επί της ΤΖΩΡΤΖ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
479;60580;60580;ΑΦΕΤΗΡΙΑ;Επί της ΑΚΑΔΗΜΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
480;60587;60587;ΣΥΝΤΑΓΜΑ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
481;60588;60588;ΚΗΠΟΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
482;60589;60589;ΒΥΖΑΝΤΙΝΟ ΜΟΥΣΕΙΟ-ΡΗΓΙΛΛΗ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
483;60590;60590;ΝΟΣΟΚΟΜΕΙΟ ΕΥΑΓΓΕΛΙΣΜΟΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
484;60591;60591;ΙΛΙΣΙΑ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
485;60593;60593;ΙΠΠΟΚΡΑΤΕΙΟ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
486;60594;60594;ΑΘΗΝΑΙΟΝ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Όχι;Όχι;Καλή;Όχι;Ναι;Μέτρια;
487;60596;60596;ΑΜΠΕΛΟΚΗΠΟΙ;Επί της ΦΕΙΔΙΠΠΙΔΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Μέτρια;
488;60598;60598;ΑΜΠΕΛΟΚΗΠΟΙ;Επί της ΛΕΩΦ.ΚΗΦΙΣΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
489;60601;60601;ΖΕΡΒΑ;Επί της ΛΕΩΦ.ΚΗΦΙΣΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
490;60602;60602;ΑΓΙΑΣ ΤΡΙΑΔΟΣ;Επί της ΣΟΦ.ΣΛΗΜΑΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
491;60603;60603;ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ;Επί της ΛΕΩΦ.ΚΗΦΙΣΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
492;60604;60604;ΓΗΡΟΚΟΜΕΙΟ;Επί της ΛΕΩΦ.ΚΗΦΙΣΙΑΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
493;60605;60605;ΚΑΤΕΧΑΚΗ;Επί της ΛΕΩΦ.ΚΗΦΙΣΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
494;60607;60607;ΓΗΡΟΚΟΜΕΙΟ;Επί της ΛΕΩΦ.ΚΗΦΙΣΙΑΣ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Ναι;Μέτρια;
495;60608;60608;ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ;Επί της ΛΕΩΦ.ΚΗΦΙΣΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
496;60610;60610;ΖΕΡΒΑ;Επί της ΛΕΩΦ.ΚΗΦΙΣΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
497;60611;60611;ΑΜΠΕΛΟΚΗΠΟΙ;Επί της ΛΕΩΦ.ΚΗΦΙΣΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
498;60613;60613;ΑΦΕΤΗΡΙΑ;Επί της ΠΑΝΟΡΜΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Καλή;
499;60614;60614;ΝΟΣΟΚΟΜΕΙΟ ΑΓ.ΣΑΒΒΑΣ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
500;60615;60615;ΣΤ.ΠΑΝΟΡΜΟΥ;Επί της ΛΑΡΙΣΗΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
501;60616;60616;ΙΚΑ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
502;60617;60617;ΙΠΠΟΚΡΑΤΟΥΣ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
503;60618;60618;ΠΑΝΑΘΗΝΑΙΑ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Καλή;
504;60619;60619;ΣΟΝΙΑ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
505;60620;60620;ΠΕΔΙΟΝ ΑΡΕΩΣ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
506;60621;60621;ΙΟΥΛΙΑΝΟΥ;Επί της ΙΟΥΛΙΑΝΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
507;60622;60622;ΑΧΑΡΝΩΝ;Επί της ΙΟΥΛΙΑΝΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
508;60623;60623;ΛΙΟΣΙΩΝ;Επί της ΙΟΥΛΙΑΝΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
509;60624;60624;ΓΥΣ;Επί της ΕΥΕΛΠΙΔΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
510;60625;60625;ΔΙΚΑΣΤΗΡΙΑ;Επί της ΕΥΕΛΠΙΔΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
511;60626;60626;ΜΠΑΛΑ;Επί της ΕΥΕΛΠΙΔΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
512;60627;60627;ΚΡΥΣΤΑΛ;Επί της ΠΡΙΓΚΙΠΟΝΝΗΣΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
513;60628;60628;ΠΑΛΑΙΟ ΤΕΡΜΑ;Επί της ΚΩΝ.ΤΣΑΛΔΑΡΗ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
514;60629;60629;1η ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΚΩΝ.ΤΣΑΛΔΑΡΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
515;60630;60630;2η ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΚΩΝ.ΤΣΑΛΔΑΡΗ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Κακή;Όχι;Όχι;Μέτρια;
516;60631;60631;3η ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΒΡΙΛΗΣΣΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Μέτρια;
517;60632;60632;4η ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΒΡΙΛΗΣΣΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Κακή;
518;60633;60633;5η ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΜΗΤΡΟΠΕΤΡΟΒΑ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
519;60634;60634;ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΜΗΤΡΟΠΕΤΡΟΒΑ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
520;60635;60635;5η ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΜΗΤΡΟΠΕΤΡΟΒΑ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
521;60636;60636;4η ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΒΡΙΛΗΣΣΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
522;60637;60637;3η ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΒΡΙΛΗΣΣΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
523;60638;60638;2α ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΚΩΝ.ΤΣΑΛΔΑΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
524;60639;60639;1η ΕΛ.ΒΕΝΙΖΕΛΟΥ;Επί της ΚΩΝ.ΤΣΑΛΔΑΡΗ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
525;60640;60640;ΠΑΛΑΙΟ ΤΕΡΜΑ;Επί της ΚΩΝ.ΤΣΑΛΔΑΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
526;60641;60641;ΚΡΥΣΤΑΛ;Επί της ΠΡΙΓΚΙΠΟΝΝΗΣΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Ναι;Ναι;Μέτρια;
527;60642;60642;ΔΙΚΑΣΤΗΡΙΑ;Επί της ΕΥΕΛΠΙΔΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
528;60643;60643;Γ.Υ.Σ;Επί της ΕΥΕΛΠΙΔΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
529;60644;60644;ΑΓΓΕΛΟΠΟΥΛΟΥ;Επί της ΕΥΕΛΠΙΔΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
530;60647;60647;3η ΨΥΧΙΚΟΥ;Επί της ΤΡΙΦΥΛΛΙΑΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
