OBJECTID;stop_id;stop_code;stop_name;stop_desc;E1 Υπάρχει Στέγαστρο?;E2 Υπάρχει κάθισμα?;Ε3 Ορατότητα;Ε4 Εξοχή πεζοδρομίου;Ε5 Τηλεματική;Ε6 Καθαριότητα;Σταθμός ΜΕΤΡΟ
1;200020;200020;ΙΚΑ;Επί της ΛΕΩΦ.ΣΤΡΧΟΥ ΠΑΠΑΓΟΥ;Όχι;Όχι;Καλή;Ναι;Ναι;Μέτρια;
2;200028;200028;ΠΛΑΤΕΙΑ ΠΑΙΔΩΝ;Επί της ΛΟΧΑΓΟΥ ΣΠΗΛΙΩΤΟΠΟΥΛΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
3;200029;200029;ΙΚΑ;Επί της ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Κακή;Όχι;Όχι;Κακή;
4;200030;200030;ΓΙΑΝΝΟΠΟΥΛΟΥ;Επί της ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Ναι;Όχι;Μέτρια;
5;200031;200031;ΑΓ.ΘΩΜΑΣ;Επί της ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Κακή;Όχι;Ναι;Μέτρια;
6;200032;200032;ΝΟΣ.ΠΑΙΔΩΝ;Επί της ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
7;200038;200038;2η ΙΛΙΣΙΩΝ;Επί της ΛΕΩΦ.ΓΡΗΓ.ΑΥΞΕΝΤΙΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
8;200052;200052;ΑΛΕΞ;Επί της ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
9;200053;200053;ΦΟΙΤΗΤ.ΕΣΤΙΑ;Επί της ΟΥΛΩΦ ΠΑΛΜΕ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
10;200054;200054;ΦΟΙΤΗΤ.ΕΣΤΙΑ;Επί της ΟΥΛΩΦ ΠΑΛΜΕ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
11;200080;200080;ΠΟΛΥΤΕΧΝΕΙΟΥΠΟΛΗ;Επί της ΚΟΚΚΙΝΟΠΟΥΛΟΥ;Ναι, κακή κατάσταση;Όχι;Καλή;Όχι;Όχι;Μέτρια;
12;200083;200083;ΠΟΛΥΤΕΧΝΕΙΟΥΠΟΛΗ;Επί της ΚΟΚΚΙΝΟΠΟΥΛΟΥ;Όχι;Όχι;Καλή;Όχι;Ναι;Κακή;
13;230025;230025;2η ΣΧΟΛΕΙΟ;Επί της ΕΥΦΡΟΝΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
14;230027;230027;7η ΦΟΡΜΙΩΝΟΣ;Επί της ΦΟΡΜΙΩΝΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
15;230029;230029;ΕΥΦΡΟΝΙΟΥ;Επί της ΕΥΦΡΟΝΙΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
16;230031;230031;ΔΗΜΑΡΧΕΙΟ;Επί της ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Ναι;Όχι;Μέτρια;
17;240001;240001;ΠΑΝΤΕΙΟΣ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
18;240002;240002;ΑΓ.ΣΩΣΤΗΣ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
19;60710;60710;ΟΤΕ;Επί της ΜΙΚΡΑΣ ΑΣΙΑΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
20;50058;50058;ΑΓ.ΠΑΝΤΕΛΕΗΜΟΝΑ;Επί της ΕΘΝΙΚΗ ΟΔΟΣ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
21;60001;60001;ΑΦΕΤΗΡΙΑ;Επί της ΠΑΡΑΔΡΟΜΟ ΜΕΣΟΓΕΙΩΝ;;;;;;;
22;60002;60002;ΠΛ.ΣΥΝΤΑΓΜΑΤΟΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΑΜΑΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
23;60003;60003;ΠΛ.ΣΥΝΤΑΓΜΑΤΟΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΑΜΑΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
24;60004;60004;ΣΤ.ΣΕΠΟΛΙΩΝ;Επί της ΑΝΤΙΓΟΝΗΣ;;;;;;;Ναι
25;60005;60005;ΣΤ.ΑΚΡΟΠΟΛΗ;Επί της ΣΤΡΓΟΥ ΜΑΚΡΥΓΙΑΝΝΗ;;;;;;;Ναι
26;60006;60006;ΔΟΜΟΚΟΥ;Επί της ΔΟΜΟΚΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
27;60007;60007;ΣΤ.ΣΥΓΓΡΟΥ-ΦΙΞ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
28;60008;60008;ΖΩΟΔ.ΠΗΓΗΣ;Επί της ΑΚΑΔΗΜΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
29;60009;60009;ΑΓ.ΒΑΡΒΑΡΑ;Επί της ΑΓ.ΛΑΥΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
30;60010;60010;ΝΑΥΑΡΙΝΟΥ;Επί της ΧΑΡ.ΤΡΙΚΟΥΠΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
31;60011;60011;ΑΡΑΧΩΒΗΣ;Επί της ΧΑΡ.ΤΡΙΚΟΥΠΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Ναι;Μέτρια;
32;60012;60012;ΚΑΛΛΙΔΡΟΜΙΟΥ;Επί της ΧΑΡ.ΤΡΙΚΟΥΠΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
33;60013;60013;ΤΣΙΜΙΣΚΗ;Επί της ΧΑΡ.ΤΡΙΚΟΥΠΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
34;60014;60014;ΛΑΣΚΑΡΕΩΣ;Επί της ΧΑΡ.ΤΡΙΚΟΥΠΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
35;60015;60015;ΚΡΙΕΖΩΤΟΥ;Επί της ΠΑΝΕΠΙΣΤΗΜΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
36;60016;60016;ΣΤ.ΝΕΟΣ ΚΟΣΜΟΣ;Επί της ΠΛ.ΚΑΡΑΙΣΚΑΚΗ;;;;;;;Ναι
37;60017;60017;ΑΓ.ΕΛΕΥΘΕΡΙΟΣ;Επί της ΜΟΜΦΕΡΑΤΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Καλή;
38;60018;60018;ΜΟΜΦΕΡΑΤΟΥ;Επί της ΜΟΜΦΕΡΑΤΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Κακή;
39;60019;60019;ΣΚΑΛΑΚΙΑ;Επί της ΓΚΥΖΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
40;60020;60020;ΤΕΡΜΑ;Επί της ΠΛ.ΓΚΥΖΗ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Μέτρια;
41;60021;60021;ΣΚΑΛΑΚΙΑ;Επί της ΓΚΥΖΗ;;;;;;;
42;60022;60022;ΜΟΜΦΕΡΑΤΟΥ;Επί της ΓΚΥΖΗ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
43;60023;60023;ΠΑΡΑΣΧΟΥ;Επί της ΓΚΥΖΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
44;60024;60024;ΙΠΠΟΚΡΑΤΟΥΣ(ΑΦΕΤΗΡΙΑ);Επί της ΙΠΠΟΚΡΑΤΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Ναι;Μέτρια;
45;60025;60025;ΑΦΕΤΗΡΙΑ;Επί της ΟΘΩΝΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
46;60026;60026;ΣΤ.ΑΓ.ΙΩΑΝΝΗΣ;Επί της ΑΜΒΡ.ΦΡΑΝΤΖΗ;;;;;;;Ναι
47;60027;60027;ΣΤ.ΛΑΡΙΣΗΣ;Επί της ΔΗΛΗΓΙΑΝΝΗ;Ναι, καλή κατάσταση;Όχι;Καλή;Όχι;Όχι;Καλή;
48;60028;60028;ΑΓ.ΠΑΥΛΟΣ;Επί της ΔΗΛΗΓΙΑΝΝΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
49;60029;60029;ΣΤ.ΚΕΡΑΜΕΙΚΟΥ;Επί της ΑΓΝΩΣΤΗ ΠΛΑΤΕΙΑ;;;;;;;Ναι
50;60030;60030;ΖΩΟΔΟΧΟΣ ΠΗΓΗ;Επί της ΣΟΛΩΝΟΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Κακή;
51;60031;60031;ΜΠΟΤΑΣΗ;Επί της ΣΟΛΩΝΟΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Κακή;
52;60032;60032;ΑΦΕΤΗΡΙΑ;Επί της ΒΑΣ.ΗΡΑΚΛΕΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
53;60033;60033;ΠΟΛΥΤΕΧΝΕΙΟ;Επί της ΜΠΟΥΜΠΟΥΛΙΝΑΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
54;60034;60034;ΑΓ.ΒΑΣΙΛΕΙΟΣ;Επί της ΜΠΟΥΜΠΟΥΛΙΝΑΣ;Ναι, κακή κατάσταση;Όχι;Κακή;Όχι;Ναι;Μέτρια;
55;60035;60035;ΠΑΡΚΟ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
56;60036;60036;ΒΡΑΙΛΑ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
57;60037;60037;ΜΟΥΣΤΟΞΥΔΗ;Επί της ΜΟΥΣΤΟΞΥΔΗ;Όχι;Όχι;Καλή;Όχι;Ναι;Μέτρια;
58;60038;60038;1η ΒΑΛΤΙΝΩΝ;Επί της ΒΑΛΤΙΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
59;60039;60039;2η ΒΑΛΤΙΝΩΝ;Επί της ΒΑΛΤΙΝΩΝ;Όχι;Όχι;Καλή;Ναι;Όχι;Καλή;
60;60040;60040;ΓΕΝΝΑΔΙΟΥ;Επί της ΓΕΝΝΑΔΙΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
61;60041;60041;ΜΠΟΥΚΟΥΒΑΛΑ;Επί της ΜΟΜΦΕΡΑΤΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
62;60042;60042;ΑΒΕΡΩΦ-ΙΚΑ;Επί της ΜΟΜΦΕΡΑΤΟΥ;;;;;;;
63;60043;60043;ΚΕΔΡΙΝΟΥ;Επί της ΚΕΔΡΗΝΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
64;60044;60044;ΠΑΠΑΣΤΡΑΤΟΥ;Επί της ΚΕΔΡΗΝΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
65;60045;60045;ΑΓ.ΔΗΜΗΤΡΙΟΣ;Επί της ΠΑΝΟΡΜΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
66;60046;60046;ΠΑΛΑΙΟ ΤΕΡΜΑ;Επί της ΠΑΝΟΡΜΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
67;60047;60047;ΛΥΚΟΥΔΗ;Επί της ΑΓ.ΛΑΥΡΑΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
68;60048;60048;ΖΑΠΠΕΙΟ;Επί της ΛΕΩΦ.ΑΜΑΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
69;60049;60049;ΠΑΛΑΙΟ ΤΕΡΜΑ;Επί της ΠΑΝΟΡΜΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Καλή;
70;60050;60050;ΑΓ.ΔΗΜΗΤΡΙΟΣ;Επί της ΠΑΝΟΡΜΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Καλή;
71;60051;60051;ΠΑΠΑΣΤΡΑΤΟΥ;Επί της ΚΕΔΡΗΝΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
72;60053;60053;ΑΦΕΤΗΡΙΑ;Επί της ΔΗΜΗΤΣΑΝΑΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
73;60054;60054;1η ΡΑΓΚΑΒΗ-ΙΚΑ;Επί της ΡΑΓΚΑΒΗ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
74;60055;60055;ΑΓ.ΕΛΕΥΘΕΡΙΟΣ;Επί της ΡΑΓΚΑΒΗ;Όχι;Όχι;Καλή;Ναι;Όχι;Κακή;
75;60056;60056;ΒΑΛΤΙΝΩΝ;Επί της ΒΑΛΤΙΝΩΝ;Ναι, κακή κατάσταση;Όχι;Καλή;Ναι;Όχι;Κακή;
76;60057;60057;ΒΡΑΙΛΑ;Επί της ΒΡΑΙΛΑ;Όχι;Όχι;Καλή;Όχι;Ναι;Μέτρια;
77;60058;60058;ΠΑΡΚΟ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
78;60059;60059;ΜΕΤΣΟΒΟΥ;Επί της ΣΠΥΡ.ΤΡΙΚΟΥΠΗ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
79;60060;60060;ΠΛ.ΕΞΑΡΧΕΙΩΝ;Επί της ΣΠΥΡ.ΤΡΙΚΟΥΠΗ;Στοά, χωρίς στέγαστρο;Όχι;Κακή;Όχι;Όχι;Κακή;
80;60061;60061;ΛΙΟΣΙΩΝ;Επί της ΝΕΟΦ.ΜΕΤΑΞΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
81;60062;60062;ΜΗΤΣΑΚΗ;Επί της ΑΓ.ΛΑΥΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
82;60063;60063;ΜΙΧ.ΒΟΔΑ;Επί της ΗΠΕΙΡΟΥ;Όχι;Όχι;Καλή;Ναι;Ναι;Μέτρια;
83;60064;60064;ΗΠΕΙΡΟΥ;Επί της ΗΠΕΙΡΟΥ;Όχι;Όχι;Καλή;Όχι;Ναι;Κακή;
84;60065;60065;ΠΑΤΗΣΙΩΝ;Επί της ΗΠΕΙΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
85;60066;60066;ΑΙΓΥΠΤΟΥ;Επί της ΜΑΥΡΟΜΜΑΤΑΙΩΝ;Όχι;Όχι;Καλή;Όχι;Ναι;Μέτρια;
86;60067;60067;ΠΕΔΙΟΝ ΑΡΕΩΣ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
87;60068;60068;ΣΟΝΙΑ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
88;60069;60069;ΠΑΝΑΘΗΝΑΙΑ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
89;60070;60070;ΠΑΝΑΘΗΝΑΙΑ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
90;60071;60071;ΙΠΠΟΚΡΑΤΟΥΣ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
91;60072;60072;ΙΚΑ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
92;60073;60073;ΣΤ.ΑΜΠΕΛΟΚΗΠΟΙ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
93;60074;60074;ΥΓΕΙΟΝΟΜΙΚΟ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
94;60075;60075;ΑΚΑΔΗΜΙΑΣ;Επί της ΑΚΑΔΗΜΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
95;60076;60076;ΑΚΑΔΗΜΙΑΣ;Επί της ΑΚΑΔΗΜΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
96;60083;60083;ΚΑΝΑΡΗ;Επί της ΚΑΝΑΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
97;60084;60084;ΚΟΛΩΝΑΚΙ;Επί της ΠΛ.ΦΙΛΙΚΗΣ ΕΤΑΙΡΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
98;60085;60085;ΛΟΥΚΙΑΝΟΥ;Επί της ΠΑΤΡ.ΙΩΑΚΕΙΜ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
99;60086;60086;ΕΥΑΓΓΕΛΙΣΜΟΣ;Επί της ΙΩΑΝΝΟΥ ΓΕΝΝΑΔΙΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
100;60087;60087;ΠΑΛΑΙΟ ΤΕΡΜΑ;Επί της ΔΕΙΝΟΚΡΑΤΟΥΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
101;60088;60088;ΝΑΥΤΙΚΟ;Επί της ΔΕΙΝΟΚΡΑΤΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Καλή;
102;60089;60089;ΔΟΡΥΛΑΙΟΥ;Επί της ΤΙΜ.ΦΙΛΗΜΟΝΟΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
103;60090;60090;1η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΣΚΟΠΕΤΕΑ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
104;60091;60091;2η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΑΘΗΝΑΙΩΝ ΕΦΗΒΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
105;60092;60092;3η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΚΛΕΟΜΕΝΟΥΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
106;60093;60093;4η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΚΛΕΟΜΕΝΟΥΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
107;60094;60094;5η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΡΟΓΚΑΚΟΥ;Ναι, κακή κατάσταση;Όχι;Καλή;Όχι;Όχι;Μέτρια;
108;60096;60096;7η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΣΑΡΑΝΤΑΠΗΧΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
109;60097;60097;8η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΣΑΡΑΝΤΑΠΗΧΟΥ;Ναι, κακή κατάσταση;Όχι;Κακή;Όχι;Όχι;Μέτρια;
110;60098;60098;9η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΣΑΡΑΝΤΑΠΗΧΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
111;60099;60099;10η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΣΑΡΑΝΤΑΠΗΧΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
112;60100;60100;11η ΛΥΚΑΒΗΤΤΟΥ;Επί της ΑΡΜΑΤΩΛΩΝ ΚΑΙ ΚΛΕΦΤΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
113;60102;60102;ΤΕΡΜΑ;Επί της ΕΛΕΝΑΣ ΒΕΝΙΖΕΛΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Κακή;
114;60103;60103;ΔΟΡΥΛΑΙΟΥ;Επί της ΓΕΛΩΝΟΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Καλή;
115;60104;60104;ΝΑΥΤΙΚΟ;Επί της ΔΕΙΝΟΚΡΑΤΟΥΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
116;60105;60105;ΠΑΛ.ΤΕΡΜΑ;Επί της ΔΕΙΝΟΚΡΑΤΟΥΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
117;60106;60106;ΕΥΑΓΓΕΛΙΣΜΟΣ;Επί της ΣΟΥΗΔΙΑΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
118;60107;60107;ΜΑΡΑΣΛΕΙΟΣ;Επί της ΣΟΥΗΔΙΑΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
119;60108;60108;ΠΛΟΥΤΑΡΧΟΥ;Επί της ΠΑΤΡ.ΙΩΑΚΕΙΜ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
120;60109;60109;ΛΟΥΚΙΑΝΟΥ;Επί της ΠΑΤΡ.ΙΩΑΚΕΙΜ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
121;60110;60110;ΠΛ.ΚΟΛΩΝΑΚΙΟΥ;Επί της ΠΛ.ΦΙΛΙΚΗΣ ΕΤΑΙΡΙΑΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Καλή;
122;60111;60111;ΣΤ.ΛΑΡΙΣΗΣ;Επί της ΔΗΛΗΓΙΑΝΝΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
123;60112;60112;ΜΟΥΣΕΙΟ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
124;60114;60114;ΣΤ.ΜΕΤΑΞΟΥΡΓΕΙΟΥ;Επί της ΠΛ.ΑΓ.ΚΩΝΣΤΑΝΤΙΝΟΥ;;;;;;;Ναι
125;60115;60115;ΒΙΒΛΙΟΘΗΚΗ;Επί της ΠΑΝΕΠΙΣΤΗΜΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
126;60116;60116;ΡΕΞ;Επί της ΠΑΝΕΠΙΣΤΗΜΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
127;60117;60117;ΟΜΟΝΟΙΑ;Επί της ΠΑΝΕΠΙΣΤΗΜΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Ναι;Καλή;
128;60118;60118;ΠΛ.ΛΑΥΡΙΟΥ;Επί της 3ης ΣΕΠΤΕΜΒΡΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
129;60120;60120;ΑΦΕΤΗΡΙΑ-ΣΤ.ΛΑΡΙΣΗΣ;Επί της ΔΗΛΗΓΙΑΝΝΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
130;60121;60121;ΣΤ.ΠΑΝΕΠΙΣΤΗΜΙΟ;Επί της ΠΑΝΕΠΙΣΤΗΜΙΟΥ;;;;;;;Ναι
131;60122;60122;ΣΤ.ΣΥΝΤΑΓΜΑΤΟΣ;Επί της ΠΛ.ΣΥΝΤΑΓΜΑΤΟΣ;;;;;;;Ναι
132;60124;60124;ΗΠΕΙΡΟΥ;Επί της ΛΙΟΣΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Καλή;
133;60125;60125;ΠΑΙΩΝΙΟΥ;Επί της ΛΙΟΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
134;60126;60126;ΠΛ.ΑΤΤΙΚΗΣ;Επί της ΛΙΟΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
